"value"	"Analysis_type"	"Comparison"
"6677"	"Ktn1"	"tiling200"	"i_vs_rest"
"6678"	"4930447J18Rik"	"tiling200"	"i_vs_rest"
"6679"	"Peli2"	"tiling200"	"i_vs_rest"
"6680"	"Tmem260"	"tiling200"	"i_vs_rest"
"6681"	"Exoc5"	"tiling200"	"i_vs_rest"
"6682"	"Olfr722"	"tiling200"	"i_vs_rest"
"6683"	"Ttc5"	"tiling200"	"i_vs_rest"
"6684"	"Osgep"	"tiling200"	"i_vs_rest"
"6685"	"Pip4p1"	"tiling200"	"i_vs_rest"
"6686"	"Rnase12"	"tiling200"	"i_vs_rest"
"6687"	"Eddm3b"	"tiling200"	"i_vs_rest"
"6688"	"Ear14"	"tiling200"	"i_vs_rest"
"6689"	"Gm5800"	"tiling200"	"i_vs_rest"
"6690"	"Ang4"	"tiling200"	"i_vs_rest"
"6691"	"AY358078"	"tiling200"	"i_vs_rest"
"6692"	"Mettl17"	"tiling200"	"i_vs_rest"
"6693"	"Hnrnpc"	"tiling200"	"i_vs_rest"
"6694"	"Chd8"	"tiling200"	"i_vs_rest"
"6695"	"Sall2"	"tiling200"	"i_vs_rest"
"6696"	"Olfr1507"	"tiling200"	"i_vs_rest"
"6697"	"Dad1"	"tiling200"	"i_vs_rest"
"6698"	"Oxa1l"	"tiling200"	"i_vs_rest"
"6699"	"Rem2"	"tiling200"	"i_vs_rest"
"6700"	"Ajuba"	"tiling200"	"i_vs_rest"
"6701"	"Acin1"	"tiling200"	"i_vs_rest"
"6702"	"Slc7a8"	"tiling200"	"i_vs_rest"
"6703"	"Cmtm5"	"tiling200"	"i_vs_rest"
"6704"	"Jph4"	"tiling200"	"i_vs_rest"
"6705"	"Dhrs4"	"tiling200"	"i_vs_rest"
"6706"	"Rabggta"	"tiling200"	"i_vs_rest"
"6707"	"Nfatc4"	"tiling200"	"i_vs_rest"
"6708"	"Gzmf"	"tiling200"	"i_vs_rest"
"6709"	"Gzmb"	"tiling200"	"i_vs_rest"
"6710"	"Parp4"	"tiling200"	"i_vs_rest"
"6711"	"B020004C17Rik"	"tiling200"	"i_vs_rest"
"6712"	"Gja3"	"tiling200"	"i_vs_rest"
"6713"	"Gjb6"	"tiling200"	"i_vs_rest"
"6714"	"Il17d"	"tiling200"	"i_vs_rest"
"6715"	"Eef1akmt1"	"tiling200"	"i_vs_rest"
"6716"	"Lats2"	"tiling200"	"i_vs_rest"
"6717"	"Fgf9"	"tiling200"	"i_vs_rest"
"6718"	"1700129C05Rik"	"tiling200"	"i_vs_rest"
"6719"	"Rcbtb1"	"tiling200"	"i_vs_rest"
"6720"	"Gm6904"	"tiling200"	"i_vs_rest"
"6721"	"Gm45935"	"tiling200"	"i_vs_rest"
"6722"	"Cdadc1"	"tiling200"	"i_vs_rest"
"6723"	"Atp8a2"	"tiling200"	"i_vs_rest"
"6724"	"Amer2"	"tiling200"	"i_vs_rest"
"6725"	"Mipep"	"tiling200"	"i_vs_rest"
"6726"	"Sacs"	"tiling200"	"i_vs_rest"
"6727"	"Spryd7"	"tiling200"	"i_vs_rest"
"6728"	"Dleu7"	"tiling200"	"i_vs_rest"
"6729"	"Gucy1b2"	"tiling200"	"i_vs_rest"
"6730"	"Wdfy2"	"tiling200"	"i_vs_rest"
"6731"	"Defb43"	"tiling200"	"i_vs_rest"
"6732"	"2700070H01Rik"	"tiling200"	"i_vs_rest"
"6733"	"Fdft1"	"tiling200"	"i_vs_rest"
"6734"	"Gata4"	"tiling200"	"i_vs_rest"
"6735"	"Blk"	"tiling200"	"i_vs_rest"
"6736"	"Fam167a"	"tiling200"	"i_vs_rest"
"6737"	"Mtmr9"	"tiling200"	"i_vs_rest"
"6738"	"Xkr6"	"tiling200"	"i_vs_rest"
"6739"	"Pinx1"	"tiling200"	"i_vs_rest"
"6740"	"Rp1l1"	"tiling200"	"i_vs_rest"
"6741"	"Msra"	"tiling200"	"i_vs_rest"
"6742"	"Kif13b"	"tiling200"	"i_vs_rest"
"6743"	"Hmbox1"	"tiling200"	"i_vs_rest"
"6744"	"Ints9"	"tiling200"	"i_vs_rest"
"6745"	"Clu"	"tiling200"	"i_vs_rest"
"6746"	"Adam2"	"tiling200"	"i_vs_rest"
"6747"	"Ptk2b"	"tiling200"	"i_vs_rest"
"6748"	"Gm5464"	"tiling200"	"i_vs_rest"
"6749"	"Ebf2"	"tiling200"	"i_vs_rest"
"6750"	"Gm6878"	"tiling200"	"i_vs_rest"
"6751"	"Dock5"	"tiling200"	"i_vs_rest"
"6752"	"Nefl"	"tiling200"	"i_vs_rest"
"6753"	"Adam28"	"tiling200"	"i_vs_rest"
"6754"	"1700092C10Rik"	"tiling200"	"i_vs_rest"
"6755"	"Slc25a37"	"tiling200"	"i_vs_rest"
"6756"	"Loxl2"	"tiling200"	"i_vs_rest"
"6757"	"Rhobtb2"	"tiling200"	"i_vs_rest"
"6758"	"Pebp4"	"tiling200"	"i_vs_rest"
"6759"	"Pdlim2"	"tiling200"	"i_vs_rest"
"6760"	"Sorbs3"	"tiling200"	"i_vs_rest"
"6761"	"Bmp1"	"tiling200"	"i_vs_rest"
"6762"	"2410012E07Rik"	"tiling200"	"i_vs_rest"
"6763"	"4930434J06Rik"	"tiling200"	"i_vs_rest"
"6764"	"Fndc3a"	"tiling200"	"i_vs_rest"
"6765"	"Gm9199"	"tiling200"	"i_vs_rest"
"6766"	"Sucla2"	"tiling200"	"i_vs_rest"
"6767"	"4933402J15Rik"	"tiling200"	"i_vs_rest"
"6768"	"Rubcnl"	"tiling200"	"i_vs_rest"
"6769"	"Lcp1"	"tiling200"	"i_vs_rest"
"6770"	"Siah3"	"tiling200"	"i_vs_rest"
"6771"	"Erich6b"	"tiling200"	"i_vs_rest"
"6772"	"Slc25a30"	"tiling200"	"i_vs_rest"
"6773"	"Gm4285"	"tiling200"	"i_vs_rest"
"6774"	"Tsc22d1"	"tiling200"	"i_vs_rest"
"6775"	"Lacc1"	"tiling200"	"i_vs_rest"
"6776"	"Enox1"	"tiling200"	"i_vs_rest"
"6777"	"Epsti1"	"tiling200"	"i_vs_rest"
"6778"	"Fam216b"	"tiling200"	"i_vs_rest"
"6779"	"Tnfsf11"	"tiling200"	"i_vs_rest"
"6780"	"Akap11"	"tiling200"	"i_vs_rest"
"6781"	"Dgkh"	"tiling200"	"i_vs_rest"
"6782"	"Zfp957"	"tiling200"	"i_vs_rest"
"6783"	"Pcdh8"	"tiling200"	"i_vs_rest"
"6784"	"Gm10845"	"tiling200"	"i_vs_rest"
"6785"	"Olfm4"	"tiling200"	"i_vs_rest"
"6786"	"Pcdh17"	"tiling200"	"i_vs_rest"
"6787"	"4930529K09Rik"	"tiling200"	"i_vs_rest"
"6788"	"Diaph3"	"tiling200"	"i_vs_rest"
"6789"	"Tdrd3"	"tiling200"	"i_vs_rest"
"6790"	"Pcdh20"	"tiling200"	"i_vs_rest"
"6791"	"Gm5088"	"tiling200"	"i_vs_rest"
"6792"	"4930474H20Rik"	"tiling200"	"i_vs_rest"
"6793"	"Pcdh9"	"tiling200"	"i_vs_rest"
"6794"	"4921530L21Rik"	"tiling200"	"i_vs_rest"
"6795"	"Klhl1"	"tiling200"	"i_vs_rest"
"6796"	"Dach1"	"tiling200"	"i_vs_rest"
"6797"	"Mzt1"	"tiling200"	"i_vs_rest"
"6798"	"Dis3"	"tiling200"	"i_vs_rest"
"6799"	"Klf5"	"tiling200"	"i_vs_rest"
"6800"	"Klf12"	"tiling200"	"i_vs_rest"
"6801"	"Prr30"	"tiling200"	"i_vs_rest"
"6802"	"Tbc1d4"	"tiling200"	"i_vs_rest"
"6803"	"Lmo7"	"tiling200"	"i_vs_rest"
"6804"	"Cln5"	"tiling200"	"i_vs_rest"
"6805"	"Mycbp2"	"tiling200"	"i_vs_rest"
"6806"	"Scel"	"tiling200"	"i_vs_rest"
"6807"	"Slain1"	"tiling200"	"i_vs_rest"
"6808"	"Rnf219"	"tiling200"	"i_vs_rest"
"6809"	"D130009I18Rik"	"tiling200"	"i_vs_rest"
"6810"	"Rbm26"	"tiling200"	"i_vs_rest"
"6811"	"Spry2"	"tiling200"	"i_vs_rest"
"6812"	"1700128A07Rik"	"tiling200"	"i_vs_rest"
"6813"	"Slitrk1"	"tiling200"	"i_vs_rest"
"6814"	"Slitrk6"	"tiling200"	"i_vs_rest"
"6815"	"Slitrk5"	"tiling200"	"i_vs_rest"
"6816"	"4930524C18Rik"	"tiling200"	"i_vs_rest"
"6817"	"Gpc5"	"tiling200"	"i_vs_rest"
"6818"	"Gpc6"	"tiling200"	"i_vs_rest"
"6819"	"Dct"	"tiling200"	"i_vs_rest"
"6820"	"LOC105245869"	"tiling200"	"i_vs_rest"
"6821"	"Dzip1"	"tiling200"	"i_vs_rest"
"6822"	"Dnajc3"	"tiling200"	"i_vs_rest"
"6823"	"Hs6st3"	"tiling200"	"i_vs_rest"
"6824"	"Oxgr1"	"tiling200"	"i_vs_rest"
"6825"	"Mbnl2"	"tiling200"	"i_vs_rest"
"6826"	"Rap2a"	"tiling200"	"i_vs_rest"
"6827"	"Ipo5"	"tiling200"	"i_vs_rest"
"6828"	"Farp1"	"tiling200"	"i_vs_rest"
"6829"	"Stk24"	"tiling200"	"i_vs_rest"
"6830"	"Slc15a1"	"tiling200"	"i_vs_rest"
"6831"	"Dock9"	"tiling200"	"i_vs_rest"
"6832"	"Ubac2"	"tiling200"	"i_vs_rest"
"6833"	"Clybl"	"tiling200"	"i_vs_rest"
"6834"	"Zic5"	"tiling200"	"i_vs_rest"
"6835"	"Tmtc4"	"tiling200"	"i_vs_rest"
"6836"	"Itgbl1"	"tiling200"	"i_vs_rest"
"6837"	"Fgf14"	"tiling200"	"i_vs_rest"
"6838"	"Selenop"	"tiling200"	"i_vs_rest"
"6839"	"Fbxo4"	"tiling200"	"i_vs_rest"
"6840"	"Oxct1"	"tiling200"	"i_vs_rest"
"6841"	"Plcxd3"	"tiling200"	"i_vs_rest"
"6842"	"C6"	"tiling200"	"i_vs_rest"
"6843"	"C9"	"tiling200"	"i_vs_rest"
"6844"	"Osmr"	"tiling200"	"i_vs_rest"
"6845"	"Lifr"	"tiling200"	"i_vs_rest"
"6846"	"Egflam"	"tiling200"	"i_vs_rest"
"6847"	"Gdnf"	"tiling200"	"i_vs_rest"
"6848"	"Wdr70"	"tiling200"	"i_vs_rest"
"6849"	"Nipbl"	"tiling200"	"i_vs_rest"
"6850"	"Slc1a3"	"tiling200"	"i_vs_rest"
"6851"	"Lmbrd2"	"tiling200"	"i_vs_rest"
"6852"	"Capsl"	"tiling200"	"i_vs_rest"
"6853"	"Spef2"	"tiling200"	"i_vs_rest"
"6854"	"Dnajc21"	"tiling200"	"i_vs_rest"
"6855"	"Rai14"	"tiling200"	"i_vs_rest"
"6856"	"Adamts12"	"tiling200"	"i_vs_rest"
"6857"	"Tars"	"tiling200"	"i_vs_rest"
"6858"	"Npr3"	"tiling200"	"i_vs_rest"
"6859"	"1700047G03Rik"	"tiling200"	"i_vs_rest"
"6860"	"Sub1"	"tiling200"	"i_vs_rest"
"6861"	"Mtmr12"	"tiling200"	"i_vs_rest"
"6862"	"Drosha"	"tiling200"	"i_vs_rest"
"6863"	"Cdh6"	"tiling200"	"i_vs_rest"
"6864"	"Cdh9"	"tiling200"	"i_vs_rest"
"6865"	"Gm35496"	"tiling200"	"i_vs_rest"
"6866"	"Acot10"	"tiling200"	"i_vs_rest"
"6867"	"Cdh12"	"tiling200"	"i_vs_rest"
"6868"	"Cdh18"	"tiling200"	"i_vs_rest"
"6869"	"Basp1"	"tiling200"	"i_vs_rest"
"6870"	"Myo10"	"tiling200"	"i_vs_rest"
"6871"	"Retreg1"	"tiling200"	"i_vs_rest"
"6872"	"March11"	"tiling200"	"i_vs_rest"
"6873"	"Fbxl7"	"tiling200"	"i_vs_rest"
"6874"	"Ank"	"tiling200"	"i_vs_rest"
"6875"	"Otulinl"	"tiling200"	"i_vs_rest"
"6876"	"Trio"	"tiling200"	"i_vs_rest"
"6877"	"Dnah5"	"tiling200"	"i_vs_rest"
"6878"	"Mir3964"	"tiling200"	"i_vs_rest"
"6879"	"Ctnnd2"	"tiling200"	"i_vs_rest"
"6880"	"4930430F21Rik"	"tiling200"	"i_vs_rest"
"6881"	"Dap"	"tiling200"	"i_vs_rest"
"6882"	"Ankrd33b"	"tiling200"	"i_vs_rest"
"6883"	"Sema5a"	"tiling200"	"i_vs_rest"
"6884"	"Sdc2"	"tiling200"	"i_vs_rest"
"6885"	"Cpq"	"tiling200"	"i_vs_rest"
"6886"	"4930592A05Rik"	"tiling200"	"i_vs_rest"
"6887"	"Tspyl5"	"tiling200"	"i_vs_rest"
"6888"	"Mtdh"	"tiling200"	"i_vs_rest"
"6889"	"Vps13b"	"tiling200"	"i_vs_rest"
"6890"	"Rnf19a"	"tiling200"	"i_vs_rest"
"6891"	"Zfp706"	"tiling200"	"i_vs_rest"
"6892"	"Grhl2"	"tiling200"	"i_vs_rest"
"6893"	"Ncald"	"tiling200"	"i_vs_rest"
"6894"	"Ubr5"	"tiling200"	"i_vs_rest"
"6895"	"Odf1"	"tiling200"	"i_vs_rest"
"6896"	"Klf10"	"tiling200"	"i_vs_rest"
"6897"	"Rims2"	"tiling200"	"i_vs_rest"
"6898"	"AU022793"	"tiling200"	"i_vs_rest"
"6899"	"9330182O14Rik"	"tiling200"	"i_vs_rest"
"6900"	"Gm16294"	"tiling200"	"i_vs_rest"
"6901"	"Abra"	"tiling200"	"i_vs_rest"
"6902"	"Eif3e"	"tiling200"	"i_vs_rest"
"6903"	"Pkhd1l1"	"tiling200"	"i_vs_rest"
"6904"	"Sybu"	"tiling200"	"i_vs_rest"
"6905"	"A930017M01Rik"	"tiling200"	"i_vs_rest"
"6906"	"1700022A22Rik"	"tiling200"	"i_vs_rest"
"6907"	"Csmd3"	"tiling200"	"i_vs_rest"
"6908"	"Trps1"	"tiling200"	"i_vs_rest"
"6909"	"Eif3h"	"tiling200"	"i_vs_rest"
"6910"	"Aard"	"tiling200"	"i_vs_rest"
"6911"	"Samd12"	"tiling200"	"i_vs_rest"
"6912"	"Tnfrsf11b"	"tiling200"	"i_vs_rest"
"6913"	"Deptor"	"tiling200"	"i_vs_rest"
"6914"	"Col14a1"	"tiling200"	"i_vs_rest"
"6915"	"Sntb1"	"tiling200"	"i_vs_rest"
"6916"	"Has2"	"tiling200"	"i_vs_rest"
"6917"	"Has2os"	"tiling200"	"i_vs_rest"
"6918"	"Slc22a22"	"tiling200"	"i_vs_rest"
"6919"	"Zhx2"	"tiling200"	"i_vs_rest"
"6920"	"Tbc1d31"	"tiling200"	"i_vs_rest"
"6921"	"9130401M01Rik"	"tiling200"	"i_vs_rest"
"6922"	"Tmem65"	"tiling200"	"i_vs_rest"
"6923"	"Mtss1"	"tiling200"	"i_vs_rest"
"6924"	"Zfp572"	"tiling200"	"i_vs_rest"
"6925"	"Trib1"	"tiling200"	"i_vs_rest"
"6926"	"Gm19510"	"tiling200"	"i_vs_rest"
"6927"	"9930014A18Rik"	"tiling200"	"i_vs_rest"
"6928"	"A1bg"	"tiling200"	"i_vs_rest"
"6929"	"D030024E09Rik"	"tiling200"	"i_vs_rest"
"6930"	"Pvt1"	"tiling200"	"i_vs_rest"
"6931"	"Gm20740"	"tiling200"	"i_vs_rest"
"6932"	"Asap1"	"tiling200"	"i_vs_rest"
"6933"	"Adcy8"	"tiling200"	"i_vs_rest"
"6934"	"Kcnq3"	"tiling200"	"i_vs_rest"
"6935"	"Lrrc6"	"tiling200"	"i_vs_rest"
"6936"	"St3gal1"	"tiling200"	"i_vs_rest"
"6937"	"1700012I11Rik"	"tiling200"	"i_vs_rest"
"6938"	"Mir30b"	"tiling200"	"i_vs_rest"
"6939"	"Mir30d"	"tiling200"	"i_vs_rest"
"6940"	"Gm41341"	"tiling200"	"i_vs_rest"
"6941"	"Khdrbs3"	"tiling200"	"i_vs_rest"
"6942"	"4930504C09Rik"	"tiling200"	"i_vs_rest"
"6943"	"Gm19782"	"tiling200"	"i_vs_rest"
"6944"	"Kcnk9"	"tiling200"	"i_vs_rest"
"6945"	"Trappc9"	"tiling200"	"i_vs_rest"
"6946"	"Dennd3"	"tiling200"	"i_vs_rest"
"6947"	"Slc45a4"	"tiling200"	"i_vs_rest"
"6948"	"Gpr20"	"tiling200"	"i_vs_rest"
"6949"	"Mroh5"	"tiling200"	"i_vs_rest"
"6950"	"Adgrb1"	"tiling200"	"i_vs_rest"
"6951"	"Mroh4"	"tiling200"	"i_vs_rest"
"6952"	"Jrk"	"tiling200"	"i_vs_rest"
"6953"	"Ly6e"	"tiling200"	"i_vs_rest"
"6954"	"Ly6i"	"tiling200"	"i_vs_rest"
"6955"	"Ly6g"	"tiling200"	"i_vs_rest"
"6956"	"Ly6f"	"tiling200"	"i_vs_rest"
"6957"	"Ly6h"	"tiling200"	"i_vs_rest"
"6958"	"Gpihbp1"	"tiling200"	"i_vs_rest"
"6959"	"Top1mt"	"tiling200"	"i_vs_rest"
"6960"	"Rhpn1"	"tiling200"	"i_vs_rest"
"6961"	"Scrib"	"tiling200"	"i_vs_rest"
"6962"	"Plec"	"tiling200"	"i_vs_rest"
"6963"	"Mroh1"	"tiling200"	"i_vs_rest"
"6964"	"Slc39a4"	"tiling200"	"i_vs_rest"
"6965"	"Vps28"	"tiling200"	"i_vs_rest"
"6966"	"Cyhr1"	"tiling200"	"i_vs_rest"
"6967"	"Gpt"	"tiling200"	"i_vs_rest"
"6968"	"Zfp251"	"tiling200"	"i_vs_rest"
"6969"	"Rbfox2"	"tiling200"	"i_vs_rest"
"6970"	"Apol7a"	"tiling200"	"i_vs_rest"
"6971"	"Apol11b"	"tiling200"	"i_vs_rest"
"6972"	"Apol7e"	"tiling200"	"i_vs_rest"
"6973"	"Myh9"	"tiling200"	"i_vs_rest"
"6974"	"Txn2"	"tiling200"	"i_vs_rest"
"6975"	"Foxred2"	"tiling200"	"i_vs_rest"
"6976"	"Cacng2"	"tiling200"	"i_vs_rest"
"6977"	"Rac2"	"tiling200"	"i_vs_rest"
"6978"	"Cyth4"	"tiling200"	"i_vs_rest"
"6979"	"Card10"	"tiling200"	"i_vs_rest"
"6980"	"Gga1"	"tiling200"	"i_vs_rest"
"6981"	"Triobp"	"tiling200"	"i_vs_rest"
"6982"	"Galr3"	"tiling200"	"i_vs_rest"
"6983"	"1700088E04Rik"	"tiling200"	"i_vs_rest"
"6984"	"Csnk1e"	"tiling200"	"i_vs_rest"
"6985"	"Kcnj4"	"tiling200"	"i_vs_rest"
"6986"	"Pdgfb"	"tiling200"	"i_vs_rest"
"6987"	"Rpl3"	"tiling200"	"i_vs_rest"
"6988"	"Tab1"	"tiling200"	"i_vs_rest"
"6989"	"Cacna1i"	"tiling200"	"i_vs_rest"
"6990"	"Enthd1"	"tiling200"	"i_vs_rest"
"6991"	"Grap2"	"tiling200"	"i_vs_rest"
"6992"	"Adsl"	"tiling200"	"i_vs_rest"
"6993"	"Mchr1"	"tiling200"	"i_vs_rest"
"6994"	"Rbx1"	"tiling200"	"i_vs_rest"
"6995"	"Zc3h7b"	"tiling200"	"i_vs_rest"
"6996"	"Tob2"	"tiling200"	"i_vs_rest"
"6997"	"Polr3h"	"tiling200"	"i_vs_rest"
"6998"	"Wbp2nl"	"tiling200"	"i_vs_rest"
"6999"	"Tcf20"	"tiling200"	"i_vs_rest"
"7000"	"Serhl"	"tiling200"	"i_vs_rest"
"7001"	"Ttll1"	"tiling200"	"i_vs_rest"
"7002"	"Mcat"	"tiling200"	"i_vs_rest"
"7003"	"Ttll12"	"tiling200"	"i_vs_rest"
"7004"	"Scube1"	"tiling200"	"i_vs_rest"
"7005"	"Mpped1"	"tiling200"	"i_vs_rest"
"7006"	"Efcab6"	"tiling200"	"i_vs_rest"
"7007"	"Pnpla3"	"tiling200"	"i_vs_rest"
"7008"	"Shisal1"	"tiling200"	"i_vs_rest"
"7009"	"Prr5"	"tiling200"	"i_vs_rest"
"7010"	"Arhgap8"	"tiling200"	"i_vs_rest"
"7011"	"Phf21b"	"tiling200"	"i_vs_rest"
"7012"	"5031439G07Rik"	"tiling200"	"i_vs_rest"
"7013"	"Fbln1"	"tiling200"	"i_vs_rest"
"7014"	"Atxn10"	"tiling200"	"i_vs_rest"
"7015"	"Wnt7b"	"tiling200"	"i_vs_rest"
"7016"	"Lncppara"	"tiling200"	"i_vs_rest"
"7017"	"Tbc1d22a"	"tiling200"	"i_vs_rest"
"7018"	"Fam19a5"	"tiling200"	"i_vs_rest"
"7019"	"Mir6393"	"tiling200"	"i_vs_rest"
"7020"	"B230214G05Rik"	"tiling200"	"i_vs_rest"
"7021"	"Zdhhc25"	"tiling200"	"i_vs_rest"
"7022"	"Brd1"	"tiling200"	"i_vs_rest"
"7023"	"Zbed4"	"tiling200"	"i_vs_rest"
"7024"	"Pim3"	"tiling200"	"i_vs_rest"
"7025"	"Plxnb2"	"tiling200"	"i_vs_rest"
"7026"	"Ppp6r2"	"tiling200"	"i_vs_rest"
"7027"	"Shank3"	"tiling200"	"i_vs_rest"
"7028"	"Syt10"	"tiling200"	"i_vs_rest"
"7029"	"Spn-ps"	"tiling200"	"i_vs_rest"
"7030"	"Slc2a13"	"tiling200"	"i_vs_rest"
"7031"	"Lrrk2"	"tiling200"	"i_vs_rest"
"7032"	"Cntn1"	"tiling200"	"i_vs_rest"
"7033"	"Pdzrn4"	"tiling200"	"i_vs_rest"
"7034"	"Gxylt1"	"tiling200"	"i_vs_rest"
"7035"	"Prickle1"	"tiling200"	"i_vs_rest"
"7036"	"D630010B17Rik"	"tiling200"	"i_vs_rest"
"7037"	"Adamts20"	"tiling200"	"i_vs_rest"
"7038"	"Pus7l"	"tiling200"	"i_vs_rest"
"7039"	"Irak4"	"tiling200"	"i_vs_rest"
"7040"	"Tmem117"	"tiling200"	"i_vs_rest"
"7041"	"Nell2"	"tiling200"	"i_vs_rest"
"7042"	"Gm6961"	"tiling200"	"i_vs_rest"
"7043"	"Ano6"	"tiling200"	"i_vs_rest"
"7044"	"D030018L15Rik"	"tiling200"	"i_vs_rest"
"7045"	"2610037D02Rik"	"tiling200"	"i_vs_rest"
"7046"	"4833422M21Rik"	"tiling200"	"i_vs_rest"
"7047"	"Scaf11"	"tiling200"	"i_vs_rest"
"7048"	"Slc38a1"	"tiling200"	"i_vs_rest"
"7049"	"Slc38a2"	"tiling200"	"i_vs_rest"
"7050"	"Slc38a4"	"tiling200"	"i_vs_rest"
"7051"	"Pced1b"	"tiling200"	"i_vs_rest"
"7052"	"Endou"	"tiling200"	"i_vs_rest"
"7053"	"Rapgef3"	"tiling200"	"i_vs_rest"
"7054"	"Hdac7"	"tiling200"	"i_vs_rest"
"7055"	"Col2a1"	"tiling200"	"i_vs_rest"
"7056"	"Cacnb3"	"tiling200"	"i_vs_rest"
"7057"	"Ddx23"	"tiling200"	"i_vs_rest"
"7058"	"Rnd1"	"tiling200"	"i_vs_rest"
"7059"	"Wnt1"	"tiling200"	"i_vs_rest"
"7060"	"Tuba1c"	"tiling200"	"i_vs_rest"
"7061"	"Troap"	"tiling200"	"i_vs_rest"
"7062"	"Dnajc22"	"tiling200"	"i_vs_rest"
"7063"	"Spats2"	"tiling200"	"i_vs_rest"
"7064"	"Mcrs1"	"tiling200"	"i_vs_rest"
"7065"	"Fam186b"	"tiling200"	"i_vs_rest"
"7066"	"Prpf40b"	"tiling200"	"i_vs_rest"
"7067"	"Fmnl3"	"tiling200"	"i_vs_rest"
"7068"	"Tmbim6"	"tiling200"	"i_vs_rest"
"7069"	"Faim2"	"tiling200"	"i_vs_rest"
"7070"	"Aqp5"	"tiling200"	"i_vs_rest"
"7071"	"Racgap1"	"tiling200"	"i_vs_rest"
"7072"	"Gpd1"	"tiling200"	"i_vs_rest"
"7073"	"Cers5"	"tiling200"	"i_vs_rest"
"7074"	"Lima1"	"tiling200"	"i_vs_rest"
"7075"	"Tmprss12"	"tiling200"	"i_vs_rest"
"7076"	"Mettl7a1"	"tiling200"	"i_vs_rest"
"7077"	"Methig1"	"tiling200"	"i_vs_rest"
"7078"	"Smagp"	"tiling200"	"i_vs_rest"
"7079"	"Cela1"	"tiling200"	"i_vs_rest"
"7080"	"Galnt6"	"tiling200"	"i_vs_rest"
"7081"	"Slc4a8"	"tiling200"	"i_vs_rest"
"7082"	"Scn8a"	"tiling200"	"i_vs_rest"
"7083"	"Acvr1b"	"tiling200"	"i_vs_rest"
"7084"	"Atg101"	"tiling200"	"i_vs_rest"
"7085"	"Krt81"	"tiling200"	"i_vs_rest"
"7086"	"Gm5414"	"tiling200"	"i_vs_rest"
"7087"	"Krt73"	"tiling200"	"i_vs_rest"
"7088"	"Krt2"	"tiling200"	"i_vs_rest"
"7089"	"Krt79"	"tiling200"	"i_vs_rest"
"7090"	"Itgb7"	"tiling200"	"i_vs_rest"
"7091"	"Espl1"	"tiling200"	"i_vs_rest"
"7092"	"Sp1"	"tiling200"	"i_vs_rest"
"7093"	"Atf7"	"tiling200"	"i_vs_rest"
"7094"	"Hoxc4"	"tiling200"	"i_vs_rest"
"7095"	"D930007P13Rik"	"tiling200"	"i_vs_rest"
"7096"	"Smug1"	"tiling200"	"i_vs_rest"
"7097"	"Cbx5"	"tiling200"	"i_vs_rest"
"7098"	"Nfe2"	"tiling200"	"i_vs_rest"
"7099"	"Nckap1l"	"tiling200"	"i_vs_rest"
"7100"	"Olfr161"	"tiling200"	"i_vs_rest"
"7101"	"Crebbp"	"tiling200"	"i_vs_rest"
"7102"	"Glis2"	"tiling200"	"i_vs_rest"
"7103"	"Coro7"	"tiling200"	"i_vs_rest"
"7104"	"4930562C15Rik"	"tiling200"	"i_vs_rest"
"7105"	"Sept12"	"tiling200"	"i_vs_rest"
"7106"	"Eef2kmt"	"tiling200"	"i_vs_rest"
"7107"	"Rbfox1"	"tiling200"	"i_vs_rest"
"7108"	"Tmem114"	"tiling200"	"i_vs_rest"
"7109"	"Mettl22"	"tiling200"	"i_vs_rest"
"7110"	"Usp7"	"tiling200"	"i_vs_rest"
"7111"	"1810013L24Rik"	"tiling200"	"i_vs_rest"
"7112"	"Grin2a"	"tiling200"	"i_vs_rest"
"7113"	"Rpl39l"	"tiling200"	"i_vs_rest"
"7114"	"Emp2"	"tiling200"	"i_vs_rest"
"7115"	"Ciita"	"tiling200"	"i_vs_rest"
"7116"	"Clec16a"	"tiling200"	"i_vs_rest"
"7117"	"Snx29"	"tiling200"	"i_vs_rest"
"7118"	"Shisa9"	"tiling200"	"i_vs_rest"
"7119"	"Ercc4"	"tiling200"	"i_vs_rest"
"7120"	"Mir193b"	"tiling200"	"i_vs_rest"
"7121"	"Abcc1"	"tiling200"	"i_vs_rest"
"7122"	"A630010A05Rik"	"tiling200"	"i_vs_rest"
"7123"	"Efcab1"	"tiling200"	"i_vs_rest"
"7124"	"Ube2v2"	"tiling200"	"i_vs_rest"
"7125"	"Pkp2"	"tiling200"	"i_vs_rest"
"7126"	"Dnm1l"	"tiling200"	"i_vs_rest"
"7127"	"Fgd4"	"tiling200"	"i_vs_rest"
"7128"	"Spag6l"	"tiling200"	"i_vs_rest"
"7129"	"Mapk1"	"tiling200"	"i_vs_rest"
"7130"	"2610318N02Rik"	"tiling200"	"i_vs_rest"
"7131"	"Ccdc116"	"tiling200"	"i_vs_rest"
"7132"	"Rimbp3"	"tiling200"	"i_vs_rest"
"7133"	"Smpd4"	"tiling200"	"i_vs_rest"
"7134"	"4933432I09Rik"	"tiling200"	"i_vs_rest"
"7135"	"Tango2"	"tiling200"	"i_vs_rest"
"7136"	"Arvcf"	"tiling200"	"i_vs_rest"
"7137"	"Hira"	"tiling200"	"i_vs_rest"
"7138"	"Olfr164"	"tiling200"	"i_vs_rest"
